score,filtered_nouns_str,label
1,아이패드 연동 갤럭시탭,0
1,차단기 능이,0
5,현재 지속 튕기 버그 기종은 갤럭시,1
4,국민 는걸,1
5,이모티콘 종류 곳,1
5,전국 핸드폰,1
1,뭐 임시조치,0
1,안 영정 먹이 문의 답변 안 고객 센터 못 인터넷 뭐 계정 영정 먹이 연락 못 계정 얘기 못 연락처 못 문의 답변 규모 안 뭐,0
5,,1
3,갤럭시 노트 사용자 유튜브 기사 공유 공유 현상,0
1,노트북 엣지 어딧,0
5,상대방 연락,1
5,유익 한정,1
1,락스타 새끼,0
1,전송 개선,0
5,카톡대화,1
5,한국 미래,1
5,최고,1
5,라이트 리즈,1
4,무료 캐릭터,1
5,말,1
1,전화 상담 명 돈 퍼다 사용자 기본 오류 게다 역행 쫌,0
1,미리보기 음 답장 뭐,0
3,배경화면 원래 크기,0
1,오류 전송 개인정보 계정 보기 거기,0
5,,1
1,상담사 연결 분 고삼 말 고객 상담,0
4,연락,1
5,즐 순서,1
5,전화,1
1,회원 가입 막 중단 소통 못 하나요,0
4,보기 삭제 개선,1
5,,1
1,임시조치 하나요,0
3,광고,0
1,게속 초과,0
1,광고,0
5,노래,1
5,다운 삭제 요,1
5,필수,1
1,,0
1,내 휴대폰 태블릿 지갑 모바일 퇴짜 어케씀,0
1,일시 오류 하루 종일,0
5,필수 템,1
3,맵 예전,0
4,무료 전화,1
1,렉,0
1,오늘 죽겠네,0
4,브,1
2,유저 요 서비스 운영 정책 위반 뭐 고객 센터 어딘 문의,0
4,정지 삭제 말,1
5,,1
3,게임 사전예약,0
5,,1
4,예약 이모티콘,1
3,이안,0
5,지인 재미 고개,1
3,꼭 당황,0
1,안드로이드 삭제 어케 삭제,0
4,,1
1,트러 지지도 요,0
1,계정 임시 저장 최대한 답변 부탁,0
1,전화 목소리 뭐 고,0
5,,1
4,커서 오늘 삭제 만족,1
1,쓰레기 메신저 걸,0
1,방 내 광고 삭제요청,0
1,광고,0
1,뉴스 댓글 내 댓글 기사 링크 댓글,0
1,민심 한순간 기회 노리 회사,0
4,,1
5,,1
1,갤럭시 도 휴대폰 동시,0
1,계정 버그,0
5,아이디,1
5,님들 말 개발자 님들,1
1,안드로이드,0
5,,1
4,,1
4,쇼 오늘 인치,1
5,,1
4,방 부방 방장 권력 납용 위해 방장 부방 이름 당한 부방 백합 장미 식 요,1
5,결부 공유 장재 공유 전달 소통 가능,1
2,하래,0
3,쭉,0
3,오늘 못 요,0
5,김수,1
3,처음 접,0
2,내일 모든 상대 삭제 그것,0
1,이용자 보호 조치 먼저 챗방 입장 이건 이용자 보호 이용자 격리,0
2,,0
5,,1
2,업 데이터 휴대폰 버벅거리 머징,0
5,펀 리해,1
5,늘,1
5,졋,1
5,플로 능이 생기,1
1,오늘 튕김 현상,0
2,멀티 지갑 래서 세 미만 부모님,0
5,선택 사상,1
1,직원 태도 불량,0
5,,1
5,게인 웹툰,1
1,쇼핑 오류 덕분 기프티콘,0
5,,1
4,만인 인정 노력 부탁,1
1,불법,0
5,실수 초대 거부 그거,1
1,계정 안 밖,0
1,강서구 부정 투표,0
5,사랑,1
4,영상통화 안 하나요,1
1,욕 옾정 일만 똑바로 해 정지 도안 정지,0
1,금지 음 원 음,0
1,끝 돈독 대한민국 초심,0
1,발생 데,0
4,옙,1
1,제한 가용 톡디 겐톡,0
2,금지 멀티 제한 옾챗 정해진 이름 양식 허용 자칫 개인정보 유출 발생,0
5,함,1
2,답장 짐,0
5,그룹 부활 대해 메모 저장 수 삼성 연락처,1
4,서민 입장 소통 엡,1
1,,0
5,업 레드,1
1,,0
1,폰 사고 엄빠 언니 친추 친추 이용자 보호 조치 그게 뭘 거린거,0
5,,1
5,정 말 드 주신 분,1
1,,0
1,변경,0
4,,1
1,사용자 용제 정상 생활,0
1,별르 보기 편햇음,0
5,,1
1,삭제 삭제,0
5,카턱 발전 알뜰폰 무니 엄마 군 엇떻,1
1,글 삭제 삭제 예전,0
5,게 용 국민 정도,1
3,그룹,0
1,재일,0
1,왜왜왜 광고 멜론 맨 앞 왜왜,0
4,드 트드즈 드,1
2,선물 함,0
1,삭제 삭제 실화 삭제,0
2,,0
1,재생 방법 좀알,0
2,강제 퇴장,0
5,내 먼저 직장 직장,1
5,,1
4,개발 요부,1
1,생일 생일 명,0
5,노래 노래 곡 곡 튕겨 개선,1
3,택스트 아이템 디데이 그것,0
1,,0
4,후 진동 안 요,1
5,돈 엄마 돈 도안,1
1,유튜브 링크 클릭 내부 웹뷰 해 유튜브 동작,0
5,문자 온 게 표시 안,1
1,광고 머 외면,0
1,방 방향 원래 해,0
4,글 상대방 테 삭제,1
5,굿,1
3,렉,0
5,,1
5,문자,1
1,쓰기 점점,0
5,읍니 읍니,1
1,해 대화방,0
4,기분 표시,1
5,마음,1
2,전화 검정,0
5,,1
1,,0
5,점점 화이팅,1
5,,1
4,전화 중단 상대방 사정 통화 종료,1
5,더욱 길,1
2,칸 걸,0
1,계정 그게 제일 문제 내 계정,0
1,오류,0
5,,1
1,다운 그레이드,0
5,아무 잘못 정지 계정 로그아웃 일인 설명 해,1
1,보톡 페톡 오류,0
5,이름 가요 의미 뭔가,1
3,선물 결제 뱅크 도 수 요 결제,0
5,,1
5,라이트,1
1,방,0
5,,1
1,영구 정지 저번 사건 경찰서 계정 연락,0
5,뭐 가정 뭘 겄,1
1,가안 요 그것 덕 하루,0
1,고객 센터 기업 우리나라 기업 개탄,0
4,,1
4,게임 별 된거,1
5,수고,1
4,히스토리 뮤직 기록,1
1,본격 바람 사기 권장 출시 멀티 바람 피시,0
4,메시지,1
4,전,1
1,탈퇴 감지,0
5,죻읍니닼 역시 흥분,1
5,굿맨 킹왕짱,1
5,대기업 만큼,1
5,선생님,1
4,오프라인 상태,1
4,,1
5,,1
1,후 난리,0
5,앞 서비스,1
1,일반,0
5,쓰기,1
4,실시간 도착,1
5,,1
2,렉 걸 려,0
5,통단 톡방굿,1
4,분 성욕 신고 신고 게임상 성욕러 옾챗 신고 신고,1
4,제대로 뭐 겁,1
1,지갑분실 증명 통해 본인 먹통 복구 콘서트 비 약속 못 최악,0
1,연결 재 후 쓰레기,0
1,점,0
1,원래,0
1,만 세 미만 구매 불가 빼주 세 미만 구매 불가 주심 요,0
3,넷이 니,0
5,음,1
5,김건우 김건우 김건우 김건우 김건우,1
5,옆 남편 흉,1
5,쳇해드 요,1
1,방 원래 한탭,0
5,정지 알 계정 해킹,1
3,,0
5,겄 가타,1
1,할로윈 배경 안바 수능 응원 멍 세상 버려진 겁 멀티 지갑 지갑 처음 안주 시술 멀티 하라 겁 점도 어린이날 역시 배경 안나 폰 바꿧어 갤럭시 데 남 차별 여름 더위 배경 안바 뭐 시베리아 사람인 줄 여름 뭐,0
4,오늘 채널 전하 푸르지오 채널 주년 이벤트 프리미엄 주거 브랜드 대표 주자 푸르지오 채널 탄생 주년 푸르지오 채널 분양 정보 부동산 소식 스마트 상담 사실 푸르지오 채널 샤넬 가방 트롬 스타 맥북 푸르지오 채널 주년 기념 통 크게 준비 경품 도전,1
1,창 광고 정신,0
5,자주,1
2,동영상 도중,0
5,신규 이모티콘,1
2,테마 적용,0
3,안드로이드 태블릿 용,0
4,피씨 격,1
5,매우,1
1,개도 아무 정지 그것 정지 옵챗 데 하루 욕 말 처음 안녕 그거 안 운영 정책 위반 그게 왜인 못 탈퇴 후 애초 탈퇴 탈퇴 대답 폰 답좀,0
4,제일 애용,1
2,선택 삭제 번 여러 삭제,0
3,중지,0
1,후 먹통 창 블랙 먼일 게,0
5,국민 메신저 자리 고수 현재 적수,1
1,저장 오류 돈 뭐,0
1,광고 오지 송금 먹통 일해,0
5,굿 사용자,1
3,기여 무제한 이모티콘 어쪄,0
5,차단 관리 삭제,1
5,이모 돈 살수 위해 업글좀,1
5,,1
3,전화번호,0
4,정지,1
2,임시조치,0
1,헌법 제조 항 언론 출판 대한 검열 금지 위헌 행위 중단,0
5,톡앱 정지 번 불편,1
1,튕긴다,0
5,통화 무료 통화,1
1,안녕 패스 법 하루 볼일 방 답장 복 대충 답 제대로 답 알 대충 제대로 보고 정지 먹이 말 개인 개입,0
1,실행 이안 도안 튕겨 일이,0
5,,1
3,,0
5,,1
5,읍니,1
1,후 시시 뜸,0
1,워치 전,0
4,렉,1
1,광고 작작,0
5,항상 애용,1
1,횟수 제한 난리,0
5,살수,1
5,늘,1
5,,1
4,항상 제품,1
5,점점,1
5,최고,1
1,,0
2,제한 일인 안,0
3,아이폰 글씨체 변경 삼성,0
2,후 안남,0
2,새 계정 전화번호 이메일 도,0
5,항상 정보 제보,1
5,중,1
1,차단 차단 남자친구 바람 여자 삭제 차단 머합 차단 그대로 그거 연구 햇 면,0
5,삭제 요,1
3,멀티 음악 수,0
1,마시멜로,0
5,,1
1,하래 삭제,0
5,완전 완전 완전 완전 완전 완전 완전 완젓,1
5,굿,1
1,완전 별 영구 정지 뭐 계삭 뭐 정지 달라 마음 별 애 절대로 다운 말,0
2,계정 일주일,0
5,대한민국 세계 최고 자부 최고,1
1,탈퇴 삭제 해 계정 말 삭제 방법,0
1,전화,0
5,항상,1
4,,1
1,변경 발련들 변경 하자,0
5,죠르디 이모티콘 예약 티,1
1,실험실 방 분리 항목 선택 시 종료 버그,0
1,최근 트 영화 예매 공유,0
5,유용,1
5,덕분 일상,1
1,전 아무 잘못 정지 도대체 뭐,0
5,재 휴대폰 카카 옥톡 저장,1
1,안나 이오 표시,0
4,부 계정 가상 차단 차단 카카오페이지 연동 안 돈 가요,1
4,탈퇴 일주일 재 가입,1
3,상대방 서도 리뷰,0
5,,1
2,옾챗기능 임시 정지 다기 정지 된거,0
4,수 여요,1
1,창 광고,0
3,옾정 옾정 주 옾챗 통보 정지 운영 정책 위반 운영 정책 개도 흙흙 문의 정지 캡처 라나 흙흙,0
1,메신져 등장,0
5,관리자 요 사정 남 계정 아이디 후 임시조치 홈페이지 문의 관리자 보시 답문,1
4,요 메시지,1
1,성능,0
5,계정 구입 이모티콘 탈퇴,1
1,초기 이건,0
1,스토어 구글플레이 아치,0
5,방법,1
5,중지 해지,1
1,광고 스팸 초심,0
1,후시 연결 이안 서버 오류,0
3,노트 게임 별 오류,0
5,이건 뭐,1
3,글 뱃지 해결,0
4,도난 계정 정지 아마 계정 막 광고 걸 엏 해결,1
1,핸드폰 밖었는데 생일 선물 유로 스티커,0
1,오늘 아침 서버,0
2,대화방 내 송금 버튼 실명 가운데 실명,0
3,송금 못 방법,0
5,걸 신분,1
1,별 반개 주기 대기업 서비스,0
1,폰 게정 못 옮겻 게정 삭제,0
1,뉴스 칸 멋대로,0
1,난 쓰레기 메신저 주변,0
1,,0
1,최악 겔러리,0
2,옾챗 정지 제대로,0
2,접속 오류,0
5,요 허위 신고 정지,1
1,애전 방식,0
5,상대방 알 수,1
1,서비스 병신 문제 정안 등신,0
4,전화번호 그룹,1
1,,0
2,채 티맵 기가바이트 차지,0
2,업데 이티 걸 말 예전 복귀,0
5,최고,1
4,패치 말풍선 넣기 어케 예전 말풍선 넣기,1
5,,1
1,해결 케해,0
5,기장 유용,1
5,옛날 돈,1
1,생일 원 선물 눌려 데 오류 돈 선물 눌렸는데 오류 돈,0
5,,1
1,아침 튕기네,0
1,그룹 페톡 요기 종도 문제,0
1,가요 오류,0
5,요,1
5,맛집 향 안동 한우 식당,1
5,위반 그거 입안 해 하나요,1
1,임의 상담 하나요 틀 답변 도안 상담 안해 만 선물 함 선물 번은 대답 원,0
5,항상,1
1,튕기길 삭제 튕기 여자친구 공유 똑바로,0
1,돈 눈 이모티콘 선물 실수 환불 다운 환불 구조 쓰기 업무 수 기업 위,0
1,날 수록 애,0
1,님들 전 백업 절때,0
1,잘못,0
5,케릭 터 필요,1
1,가입 전 거기 선물 말 시대 땐데,0
4,노력,1
5,추천,1
5,다닫다겨겨댜 됴됻 랩 유저 랜드로스 레이드 가장 세상 제일 선생님 선생님 난 퇴근 오후 오후 수 평창 유치 안 일어나서 밥 안 선생님 선생님 난 니 마음 집 보고 부탁 드립 평창 올림픽 육상 중 번 돈 난 니 안 선생님 선생님 난 니 자매 화낫쥬 난 집,1
5,못 도음,1
3,필로 필 폰,0
2,업뎃후 불편 스 프로 어가 던,0
1,원래,0
5,커뮤 케이 터,1
1,,0
1,게앱,0
1,개발자 바람 다중 만들기 전 오류 해결 소비자 다중 욕,0
1,뉴스 볼,0
3,갑자 기안 해결,0
5,외국 통화 시국 가족 자주 못 대신 읍,1
5,사기,1
5,정지 먹이 쇼,1
5,메시지,1
5,카드 기계 입시 구입 비,1
1,안 금지,0
5,,1
1,옛날탭 중고,0
1,준 건 손실 아마 비롯,0
1,의견,0
2,예전 보기 수,0
5,전달,1
3,삭제,0
1,도대체 계정 임시 조치 신고 하라 이따 구로 상황 연락,0
1,임시조치 게,0
1,악의 허위 신고 정지 옾챗,0
5,항상 러브,1
1,함 극혐,0
1,삭제,0
5,경험 감사,1
2,프렌즈 마블,0
1,옆 상태 작성 창 뮤직 벨,0
1,가요 다운,0
1,배경 영상 선택 시 블랙,0
2,답변,0
1,욕 정지,0
5,답장 모드 활용 점,1
1,창 광고 극혐,0
4,,1
1,,0
5,대박,1
2,,0
1,,0
5,전설,1
4,벗 연락 소식 소통 가족 형제 문자 감사 사랑 간접 표현,1
5,유이,1
1,후,0
1,과대 방 해안,0
4,정보,1
2,펑,0
5,사용자,1
1,컴퓨터 핸드폰 먹통,0
5,,1
5,이모티콘,1
1,개인 예전 최악,0
1,버그,0
2,임의 대상자 상대로 방 초대 주식 도박 광고 놈 조치 내 쌩판 놈 초대,0
4,요,1
1,,0
5,날로 인류 교류 도움 못 살 못 살,1
5,,1
3,짤 다운 다운 곳 오류,0
1,게임 자동 연동,0
5,꿀잼 꿀잼 완전 짱,1
5,일상 절대 카카 옥,1
5,,1
1,방 신고 행동 기억 안 정지 정지 사유 안 운영 정책 위반 대체 도배 랍시고 정지 해안가 데 도배 멘션 공간 운영 정책 뭐 뭐 신고 허위 신고 원인 납득 이건 뭐 권력 남용 예시 해도,0
3,양심 머리 광고 컴 시대 컴퓨터 남 돈 복 싸가지,0
4,기도 기도 해,1
5,,1
1,결제 요,0
4,명 삭제 차단 수,1
4,탈퇴 탈퇴 점,1
1,대기 만,0
5,최신 하라,1
2,이전 전화번호 뭐 땜 못,0
1,집,0
1,후 다운로드,0
5,항상,1
5,리얼 다가 앱임,1
5,꼭,1
5,최고 톡임 늘,1
3,물건 살때 비번 초기 못 하나요,0
2,갤럭시탭 연동 아이패드 우린 껀 요요 옹 개불 오오오오오 오오 요요 요요 요 해 여요 용,0
5,,1
3,노크,0
1,그룹 콜 보톡 튕깁니,0
5,,1
1,발 처 오류 마엄없 꼽 고소 인생 재미 신물 면상,0
1,인 스마트 시대 태블릿 연동 임,0
4,,1
1,막 방 테러 테러 이나 테러 연합 영구 정지 방 운영 테러 단 테러 테러 명 강퇴 테러 단방 영정 테러 테러 신고 영정,0
1,방향,0
1,생체인식,0
1,정지 오늘이 예정일,0
5,원로 또래 부모 자녀 대가족 낭비,1
5,항상,1
5,개발자 계정 바이러스,1
1,중단 못,0
1,피씨 실행 일도 불가,0
5,하루 정도,1
5,항상 감사,1
5,읍니,1
5,매우,1
1,어저께 삭제 다운로드,0
5,,1
5,용법,1
5,정보 공유,1
5,전화 요금 전화,1
1,광고 제거 버젼 유료,0
5,,1
1,탈퇴 최악,0
5,자동,1
3,음성인식 땐,0
1,중단,0
5,,1
5,,1
1,돈독 암만 창 상단 광고,0
1,진동 고치 리뷰,0
4,기존,1
5,인생 기록 듯,1
1,중단,0
5,,1
1,옾챝 게 챝 정지 먹음,0
5,메시지,1
2,구글 계정 계정 결제,0
1,뭔가,0
3,사장 재 정지 고객 터 답장 꼭,0
1,로보트 빨 재업뎃해,0
3,태블릿 연동,0
5,,1
1,스와이핑 카테고리 넘나들기,0
3,만 세 미만 체크 안,0
1,말 우수 워 게 맘,0
2,신의 한수 바둑 오류 겜 스토어 신의 수복 구하라,0
1,별로,0
5,카똑,1
5,항상 애용,1
5,패턴 별,1
5,부 계정 장난 뭐떼문 계정 하니 보낼슨,1
4,자주 말투 대하 말투 부탁 분 부탁 답 만난 지인 분 살짝 욕 싸움 분 지인 허위 신고 대서 잘못 분 정지 말 분 고한진 신고 방 욕 도배 도안 정지 정지 정지,1
5,별개 줄레,1
1,임,0
3,현재 활동 활동,0
3,생일,0
5,외부 미리 알람 중단,1
5,개발자 대박,1
5,소통 수고 심 감사,1
5,매우 서비스,1
5,일상생활 축 음,1
5,이모티콘 가요,1
5,,1
2,온 아이콘,0
4,청해 사랑 믿음 소망 우정 사랑 대한민국만세 새해 복 살,1
3,삼성 아이폰 상대방,0
1,전화번호,0
1,불구 온,0
5,멜론 가요 앨범 뮤직,1
3,안햇 삭제,0
5,가족 방도 방도,1
1,채널 삭제 수 정신,0
5,생활 속 에너지,1
4,오늘 적 먹통 최대한 처리 부탁 관리자 처리,1
5,모로,1
3,차단 찬 구들 삭제,0
1,광고 도배 레전드,0
4,항상 화이팅,1
1,광고 빼 달 라인,0
3,서비스 계정 정보 려 개명 정보,0
2,창 도안,0
5,,1
5,계정,1
1,문자 수,0
5,결제 바로가기 꼭 게,1
5,이야기 전화 안 말,1
1,최악 겨,0
5,요 정상 요,1
1,이용자 보호 조치 딴사람 내 전화번호 개인정보 로그 계정 뭐 남계정 유저 절반 학생,0
1,동영상 부탁,0
2,계정 폰 이안,0
2,자체,0
1,창 광고,0
5,,1
1,운영 진 제지 옾쳇 허위 신고 정지 지인 문의 단칼 거절 봇 말 쓰기 일베 옾쳇 테러 눈데 일베 지인 허위 신고 억울 정지 눈데 신경 답 말 말 뭐,0
1,,0
1,방,0
4,정지,1
3,조치 방법,0
5,통해 전화,1
4,원피스 이모티콘,1
3,,0
5,대화방,1
1,페톡 오류 정도 뭐,0
1,일본차 광고 시국 돈 광고 합,0
5,,1
1,시작 어케,0
4,,1
1,여요 분 방 초대 하나요,0
3,계정 로그 정지,0
4,분지 상대방 삭제,1
1,임의 조치 요,0
5,모든 의사소통,1
1,버그 오류 발생,0
5,읍니,1
1,탈퇴 이메일 주소 전 이계정 않을껀데,0
3,답장,0
1,고객 센터 답변 무조건 임 제대로 답변 달 일문,0
1,링크 유튜브 영상 재생 시,0
2,안 폰 문제,0
5,,1
5,돈 번 굿,1
2,광고,0
5,모든,1
5,,1
1,오류 장난 합 공공기관 공문서 금융 서비스 하나요 데이터 복구 오류 해결,0
5,옾챗 방폭 빌런,1
2,출력 시 중간 출력,0
5,,1
4,강퇴 진심 강퇴,1
2,위치 가끔 뒤 가기 실수 눌려 통화,0
1,사용자 허위 신고 닉네임 가지 신고 신고 정지 걸 분 피해 주시 신고 검사 래야 합,0
1,소상 공인 골목 상권 침해 기업 모주,0
1,갈수록 갑질 행태 한당 분 댓글 혐오,0
5,,1
1,광고 답변,0
1,내 친 글자 멋대로 도대체 이해 오타,0
1,광고 위치 선,0
1,자체,0
1,개인정보 여기저기,0
2,삭제 별개,0
5,자주 사랑,1
1,보안 엉망 요 해킹 방법,0
5,전 항상,1
3,답장 삭제 상대방 삭제 요전,0
1,짐 오류 도대체,0
5,삭제,1
1,,0
2,놰 방 배경 적용,0
5,,1
2,나중 재 전송 삭제,0
1,서비스 용이 제한,0
5,싸이월드 싸이월드 연동 요 표시 연동,1
5,꾸벅,1
5,화해,1
3,음 정지 삭제 못 가요,0
4,오류,1
2,최근 전송 오류,0
5,메시지,1
5,라인 라이트,1
2,비밀번호 찾기 전화 처,0
4,대표 이메일 부모님 이메일 이메일 못 안 요 답변,1
5,,1
4,기계로 전화번호 꼭,1
5,소통 관계 생활 질 지식 종교 쇼핑 식 주,1
1,회원 가입 전화번호 일로,0
3,내 생일,0
5,니놈 가즈,1
3,다봏은데 비공개 차단 비공개 세트 숨,0
1,김미경 나이 살 는고 학교 졸업 부산진 여자 상업 고등 학 졸업 매달 전 조립 라인 근무 코로나 회사 사원 는집,0
3,송금 수수료 공짜 오백원,0
5,방 운영 정책 위반,1
4,오류,1
1,어제 안,0
5,짱,1
4,스 와이프,1
5,항상,1
3,이메일 해,0
3,오지,0
1,외모 지상 주의 게임 사전예약 임틷 캐시 도안 사전예약 취소,0
5,평생 처음 경험 감사 수 음 마냥,1
2,도용 범 계정 전화번호,0
5,항상 불편 함,1
2,포함 먹통 자주,0
5,옛날,1
3,카 문자 요,0
1,탈회 재 가입 데 열흘 그대로 뭐 이건 뭐 상담사 온라인 상담 진행 탈퇴 가입 못 내 친추 상담 답답 화가 리뷰,0
5,,1
1,본인 설명 요 오류 해결 뭐 젠 팔짝 핸드폰,0
1,걸 매일 오류 제대로 안,0
5,똑바로 욕 정지 제한 욕 제대로,1
3,인터넷 인터넷 요,0
1,쓰레기 광고 디자인,0
1,,0
1,일전 제한 월요일 후시 오늘,0
1,,0
5,창 안,1
1,서랍 해제,0
2,삭제 계정 전 계정은 는걸 변경,0
5,평리함,1
4,,1
1,하루 종일,0
3,다운로드 기간,0
3,계정 정지 뭐 계정 복귀,0
4,요강,1
2,,0
