score,filtered_nouns_str,label
3,여태 불만 대부분 최근 확대 원본 이미지 배경 체 확대 이미지 위 원본 확대 이미지 곂 일반 이미지 볼 문제 직업 특성 투명 파일 자주 투명 이미지 확대 장 곂친 이미지 제대로 보이지 오류,0
2,여러 소통 점 보이스 수 기본 상태 수 방 별개 이기 중이 밤 알람 사항 보이스,0
3,문제점 버튼 전화 간다 표시 생기 정작 상대방 전화 목소리 수 걸 취소 버튼 전화 자동 전화 약 달 전 상황 처음 전화 걸 번 전화 상황 두번째 문제점 방해 금지 모드 상대방 전화 부재 전화 전화 연결 표시 점 상대방 부재 전화 표시 연결 강제 중지,0
4,보기 구성 요청 자주 광고 눈 최근 보기 구성 바 보기 서비스 보기 구성 수 밖 요,1
4,간혹 예전 종종 적 빈번 평가 그대로 진동 팝업 미리 보기 흔적 일일이 업무 일상생활 불편 해결,1
1,오늘 오전 오류 쩜 버벅버벅거림 내 하든 안정 네트워크 환경 난리 문제 인터넷 통신망 문제 임 서버 먹음 방금 전화 못 강제 휴대폰 껏다킴 환 환 환,0
1,폰 폴더 폰 폴더 폰 문제 폰 문제 인지 지인 폰 폰 폰 문제 폰 문제 폰 폴더 은 평가 명 관심 알빠 보지 알 무시 옾챗 옾프 임티 말 말 폴더 폰 문제 폴더 폰 유저 폴더 대세 박 준비 답장 맞춤법 잼민 것이므 감안 커뮤니케이션 인기 위인 실망,0
1,별로 점 예전 방 광고 크게 방 분리 위 크게 광고 방 사이 분량 랄 길이 보기 굳이 거기 뭐 광고 섭외 이해 나은 만들기 위해 아뇨 나은 광고 포스트 젠 리지 못 반대 듯 광고 사이 삭제 뭡,0
5,번 방 몰래 장점 단점 말씀 장점 눈치 말 매우 단점 인원 체크 짐 실시간 체크 수도 뿐더러 나중 삭제,1
4,순 자체 정지 기간 듭니 정책 위반 구체 뭘 뭣 정지 인지도 외 여러 태블릿 호환 태블릿 여러 수,1
4,실수 눌려젔을때 연결 절차 부분 운영자 제안 상대방 중 명 연락처 면 핸드폰 연락처 상대방 연락처 상대방 개인 차단 해도 핸드폰 안 차단 등록 핸드폰 제안 상대방 핸드폰 연락처 삭제 자동 삭제,1
4,멀티 예전 볼 수 업무 보이지 변경 펑 생일 홈 메뉴 말 선택 구성 수 광고 즐겨찾기 해,1
5,기존 대표 멀티 변경 불 특정 기본 해 연락처 기존 유지 기존 과거 만들기 멀티,1
3,오류 요청 최신 버그 문제 팝업 상대 게 아무 신호 오지 상대 부재 통화 안내 외국 자녀 연락,0
3,어제 백업 백업 어처구니 상황 발생 백업 당황 백업 둘째 오류 버그,0
2,공개 선택 수 요 프로필사진 공개 내 등록 공개 비공개 식 요 멀티 복잡 가지 비공개 멀티 멀티 선택 공개 고 상대방 테 등록 당시 다가 반대 공개 그룹 멀티 프로필사진 내 아이디 그룹 음으로 비공개,0
5,가지 디데이 갯수 몇개 아이돌 보 컴백 날짜 생일 플러스 디데이 수도 뭔가 맘 크기 작고 의견 감히 보아 의견 꼭 채택 날 같습돠,1
4,메시지 낫 요 단정 라면 사용자 보호 조치 옾챗 몇몇 영구 옾챗 사람인 외 기분 보호 조치 법도 랜덤 결정 옾챗 평생 기분 듭니 사용자 보호 조치 주심,1
4,수 생일 알 수 기프티콘 선물 수 편의 함 이모티콘 전달 수 단점 펑 그닥 수가 상용 점점 제의 페북 인스타,1
5,멀리 수 가장 장점 단점 라면 못 삭제 내 그것 그게 내 선택 수 면,1
4,종종 보 인스타 활동 문자 방 삭제 최근 분간 허용 옛날 메시지 흔적 수 인스타 이나 페메,1
3,방 이름 려고 창 결과 바탕 결과 오류 폰 장인 방 점검 원인 해결 네이버 지식인 사례 원인 해결 주시 감사,0
1,와이파이 속도 성능 차이 도서관 곳 공용 와이파이 전송 자주 안 킨 상태 한참 뒤,0
3,맴버차단 신고 헤깔리 안드 요 차단 신고 차단 신고 동시 차단 신고 선택 헤깔리 상황 차단 맴버 차단 누르기 뭣 이름 차단 신고 분리,0
3,멀티 지원이 요 여러 멀티 중 기본 수 기존 히스토리 나머지 처음 등록 기본 멀티 히스토리 삭제,0
1,누군가 신고 정지 정지 정지 이해 수긍 아무 정지 정지 전 소명 기회 정상 누군가 밑 끝 신고 조치 정답 누군가 악의 신고 피해,0
1,별 메시지 전송 툭하면 오류 동영상 와이파이 연결 문제 데이터 역시 개선 수,0
1,게임 보이스 진행 수 후 차례 보이스 해도 캐시 삭제 번 어쩌 답변,0
1,영상 화질 전보 분리 방과 중간 광고 괜 불편 감 욕설 패 드립 대한 정지 뿐더러 별 달이 정지 맥 전 정지 기간 정도 기준 중구 방식 방 유저 두더지 마냥 기어 미꾸라지 내세 시스템 구체 보완 책 존재 현재 비 효율 배치,0
2,정보 취약 계층 스마트 강사 정보 취약 계층 중 갤럭시 폴더 모델 최근 위 모델 적용 어려움 구체 위 요청 시 폰 메시지 메시지 위해 표시 막상 앱스토어 버튼 안드로이드 지원 개발,0
4,개선 현재 분 내 상대 쪽애 서도 삭제 상대 삭제 삭제 흔적 업무 정보 상태 삭제 문제 상황 요 예전 부모님 정보 기프티콘 지인 잘못 분 괜 오해 상대방 시스템 명 명 삭제,1
1,오류 저번 일이 중 텍스트 배경 텍스트 스티커 텍스트 텍스트,0
3,안 전화 노래 초 정도 노래 전화 상단 바 통화,0
3,늘 건의 사항 리뷰 내 두 태블릿 폰 두 동시 못 변동 위해 쩌 데이터 절반 폰 땐 데이터 복원 연동 제대로 안 데이터 복원 글,0
4,멀티 관련 기존 방 방장 생기 방장 공지,1
3,방 업무 일반 방과 시작 방창 광고 추천 주제 정보 정신 불편 방 창 정리 일반 방과 절실 상태 방창 꼭,0
1,배경화면 화질 개선 동영상 화질 픽셀 의미 디스플레이 해상도 제일 화질 영상 배경 화질 개선,0
2,가지 건의 사항 상단 광고 수 가요 유료 광고 제거 옵션 참여 방 굳이 보기 듭니 예전 방 방 수 채팅탭 주제 별로 수 메시지 은행 직장 처럼 방 분할 수 멀티 진입 예전,0
3,폰 링크 열 자동 기본 브라우저 열기 구현 불가능 가요 문서 영상 음악 선택 링크 뷰 브라우저 열기 링크 핸드폰 기본 브라우저 수 선택,0
2,멀티 관리 기본 자동 아무나 볼 수 기본 멀티 지인 자주 변경 클릭 이전 멀티 내 홈 클릭 변경,0
4,개선 점 장점 연락 전화 통화량 보톡 페톡 연락 수 말 개선 점 안드로이드 글꼴 아이폰 글꼴 반면 안드로이드 다양성 분 강,1
2,수신 팝업창 안 오류 종 안드로이드 롤백 해결 팝업 온갖 함 오류 최신 팝업창,0
5,단체 대화방 글 바탕 색 글 노란색 바탕 나머지 흰색 바탕 요 여러 글 리다 번 연거푸 서로 바탕 색깔 오른쪽 색깔 구분 꼭 건 색깔 글 흰색 바탕 자칫 최소 두 가지 색깔 구분 해도 개선 수 안 꼭 부탁,1
3,멀티 등록 중 선택 시스템 매우 비 효율 외 검토 답장 오른쪽 편핟거같아 왼쪽 밀면 답장 오류,0
4,멀티 볼 화살표 게 제한 한정 방 상황 방 상황 디자인 전이 나은 일반 창 건 전 수 중 전달 제한 전 불만 폰트 아이폰 갤럭시 꼭 생기 옾정 기간 욕 실수 수 자동 정지 당하 옾챗 말 뜻,1
3,자동 정리 자동 얺오 자동 표시 점 점 가끔 오류,0
1,폴드 버그 대화방 사이즈 신규 폰 안 메시지 최신 메시지,0
1,고객 센터 민원 처리 지구 역사상 최악 임 기계 응대 텍스트 붙여넣기 전화 응대 존재 답변 무조건 로만 가능 상세 용도 통보 민원 신청 답변 반복,0
1,광고 광고 공간 광고 정신 광고 방 분리 된거 슬라이드 액션 피드백,0
5,역시 카아 개꿀 장점 멀리 서도 가능 장 장점 필수 단점 해도 단점 자동 뭐 무조건 점강추 강력 추천,1
4,태블릿 새로고침 휴대폰 태블릿 내 홈 표시 태블릿,1
3,버그 자주 상대방 얼굴 데이터 로드 와이파이 빵빵 보완,0
4,백업 데이터 복구 가능 기간 예전 한적 일반 뿐 자동 저장,1
5,폰 고장 전화 연락처 연락처 보고 저장 연락처 저장 저장 연락처 보이지 생기,1
3,최적화 일반 게임 정도 연락 장공 매우 차지 문제 해결,0
3,방 일부 기도 잔 버그 키 워드 진보면 맨 밑 화이팅,0
3,멀티 사용제한 꼭꼭 인스타그램 기록 안남 요 배경,0
2,일일 번 삭제 체크 모양 번 삭제 수 일일,0
4,볼 수 보지 전화번호 차단 상대방 요,1
4,소통 소통 개선 뭐 만하 머리,1
1,최악 도 사용자 제한 조건 해당 사항 도 대처 방법 함 챗봇 시도 기간 수 함 옛날,0
1,펑 저장 펑 리뷰 꼭 별 에엽 광고 멀티 별 오늘 별,0
4,음 개인 녹음 파일 일부 저장 모닝콜 알리 음 등록 음 내 녹음 파일 짤 초 정도 항상 지속 발전,1
5,전반 단점 단점 멀티 개수 제한 데이터 량 건 알 손 직접 터치 이동 단점,1
1,바 밑 광고 통일 원래 원래 분리 직접 선택 수 점점 안,0
1,읍니 번 손 이가야 하니 개선 목적 사용자 불편 판단 나은 확 읍니 의견 참고 조치,0
5,단체 참여 인원 이름 아래 아이콘 부분 덜 직관 이름 옆 아이콘 하단 명단 버튼 개선 쇼 순서,1
1,안눌리 상대방 안 휴대폰 재부팅 삭제 재 어쩌,0
1,버그 버그 제대로 버그 욕,0
4,여러 전세계 만 게임 카메라 손 검은색 빤작 빤작 거리 적 거리 이점 처 주시 별,1
1,이용자 보호 조치 거세 방 번 꼭 방 번 안녕 패스 공지 아무나 막 초대,0
4,걸때 질문 창 뒤 가기 번 눌려 종료 후 전화 대부분 전화 일반 방만 방도 수 개선,1
2,갤럭시 노트 사용자 최근 주일 내내 도중 깜박 거리 다가 전원 일상생활 뿐 전원 움직 터치 반응 최대한 조치,0
5,제한 장 해 건 장 정도 항상,1
1,요 적 안 기존 지우 수 애초 욕심 말 무리 수,0
3,차단 차단 상태 영구 삭제 수 개선 업그레이드 차단 이적 별로,0
1,업뎃후 해제 한적 해제 해제 개판 개판,0
3,계정 로그아웃 계정 입력 꼭 계정 게임 로그아웃 계정 게임 로그아웃 입력 계정 플러스 직접 바 치도 기 이모티콘 위해 이모티콘 플러스 단어 이모티콘 추천 수 구매 일일이 이모티콘 찾기,0
5,일사 좀더 개선 알람 지정 알람 지정 자존심,1
2,멀티 볼때 화살표 게 화살표 크게 일반 분리 된거 번갈아 점 개인 옾챗 눈치,0
5,세밀 수 진동 창 방 창 방 창 무음 수 무음 방 폰 진동 창 진동 오지,1
5,건의 사항 폴더 만들기 나열 종류 별로 정리 수,1
1,그동안 전 폰 교체 새 폰 도 기술 문제 삼성 중 최고 제품 요 비책,0
5,전반 방 폴더 곳 보관 컴퓨터 바탕화면 파일 폴더 곳 방도 몇개 폴더,1
1,돈벌이 수단 내 수준 불과 보안 이슈 일리 강제 방식,0
3,예전 매우 방 갯수 제한 수 점 이점 요 예전 이하,0
3,분류 장점 은 단점 최대 개인 점 여러 곳 활동 제한 바람,0
4,폴더 별 정리 특성 집단 수십 생 기도 사용자 기준 정리 볼 수 폴더 행사 관련 번 폴더 행사 관련 번 폴더 수 폴더 이름 내 습,1
3,패드 핸드폰 연동 패드 핸드폰 고장 패드 연락 연동 보고 전원 중지 틈 세도,0
5,번 업뎃후 튕깁니 상대방 연결 상대방 아무 대화방 기록 남 해결,1
5,버그 리포트 채널 클릭 사유 입력 폼 버그 재현 방법 사유 약 인풋 창의 높이 확장 순간 포커스 키 보드 글 작성 개선 사항 인풋 창의 포커스 아웃 막,1
3,점 점 준 핸드폰 원래 아이디 해도 용이 다날 문제 추억 두번째 파일 만료 파일 만료 동영상 재생 자체 동영상 저장 문제,0
3,서랍 대한 의견 제시 삭제 방 서랍 통해 복원 수 유예 기간 휴지통 서랍 휴대폰 데이터 삭제 상태 렉 복구 업체 통해 복원 수 서랍 데이터 상실 감 이루 말 수 서랍 확대,0
5,와우 남 조회 보지 못 수가 아시 전 살구색 꽃 꼬미 이모티콘 만족 정보 제공 사기 광고 전송 긍정 영향 대해 사기 광고 전송 긍정 영향 음 작성 글,1
2,사용자 하니 분리 수 분리 강제 뭐 적응도 강제 선택 실망 커서,0
5,공감 메시지 여러가지 이모티콘 표현 요 이모티콘 분노 부정 이모티콘 상대 오지 도뢰,1
2,디바이스 최적화 오류 빈도 자주 가요 갤럭시 울트라 방 문구 보이지 꼬박꼬박,0
1,갤탭 라이트 체크표시 체크 말 용이 폰 백업 백업 고생,0
1,오류 와이파이 오류 똑바로 뭘 못 오류,0
4,멀티 디데이 뿐 배경 건 전 디데이 저장 하필 포함 날짜 기록 게 통째 기분 썩 나중,1
2,와이파이 데이터 데이터 연결 안정화 부탁 자체,0
4,상대방 십분 전 실행 전 알람 리지 그동안 휴대폰 제대로,1
5,명 선택 차단 수 치 일일이 용,1
1,점점 늘 예전 멀티 최근 광고 펑 발견 차단,0
1,최근 방 지도 위치 정확도 위치 잡지 모습 맵 위치 정상 피드백 점,0
4,방 분류기 능이 학교 가족 식 방 보기 업무 주일 밑 부분 해결 수 방법,1
5,예전 하나로 배경 펑 링크 왜냐면 태민 뮤비 홍보 링크 볼 수,1
5,개인 모든 방과 방리 분류 그것 점 포스트 고정 수 포스트 앞 아래 아래 안 본인 기준 고정 포스트 포스트 아래 리지 볼 수 말,1
1,광고 차단기 능이 제일 스토리 꾹 메뉴 차단 예전 이메일 이해 못 척 얘기 스토리 광고 톡좀 수입 광고,0
1,다른사람 쓰기 여러 갈수록 무거워 라이트 유저 위해 시 부분 선택 쇼핑 티비 뉴스 게 굳이 부분,0
3,별로 원래 창 특정 단어 입력 그림 크리스마스 말 창 분리 매우 원래 실험실 분리 수 멋대로 바 광고 칸 시작,0
1,초대 방 광고 서로 안 상태 요 수락 후 볼 수 공유 이전 주인,0
4,페톡할때 전화 통화 오류 부재 통화 땐 통화 상태 창 통화 표시 오류 오른쪽,1
1,폰 전 매일 입장,0
4,점 글 옾챗 분리 분리 분리 창 기준 말 분리 게 계정 갯수 해 나머진 임티 무료 임티 가끔 이벵 온도계 아이디어 굿굿 점 점,1
1,점 건의 차단 동호회 주식 기타등등 보기 차단 차단 보통 차단 문자 꾹 차단 가요 메뉴 차단 차단 못,0
1,실행 합 후 튕깁니 컴퓨터 킬때 렉 분 버튼 보톡 음량 조절 뭐 만하 갱 점점,0
4,방 적용 멀티 제한 상대방 장 못 장 장 방,1
5,국민 서비스 함 최근 펑 버튼 생기 함,1
1,기간 만료 환불 완료 요청 하라 쿠폰 버튼 수 걸 결제 역 직접 결제 날 취소 게 대체 뭐 대충 선물 함 환불 정보 입력 도무지 버튼 안 네이버 뭐 환불 요청 절차 게 똑바로 하라 환불,0
2,서비스 차단 차단 못 가장 실수 로라 차단 그것 불만 방 차단 영구 차단,0
1,뮤직 노래 연도 국가 별로 쫘악 예전 추천 삭제 추천 동명이인 저장,0
1,처음 광고 배너 홈 광고 배너 광고 배너 호기심 서비스 굳이 보기 광고 배너 광고 배너 선택 사항,0
5,한가지 건의 사항 차단 삭제 수 차단 후 삭제 알 고려,1
4,스마트폰 방 스크롤 해제 해제 방법 해제,1
1,주가 이용자 보호 조치 수 고객 센터 번 문의 답변 업무 계약서 파일 틀 수 이용자 보호 자동 인식 주가 조치 조치 해당 조치 인지 알 수,0
3,네트워크 오류 와이파이 데이터 알람 일도 먹통 사태 갈수록 광고 늘 정작 실질 개선 부분 개선 오류 개선 부탁,0
5,예전 타나 삭제 후 종종 글 요 마지막 오타 치연 삭제 후 재작성 종종,1
1,앞 개선 점 제한 횟수 횟수 정도 유저 계정 탈퇴 서비스 제한 탈퇴 내 만듬 제한 행동 말투 제한 이건 필요 네트워크 데이터 연결 년전 들락날락 예전 신고 신고 처벌 기분 신고 처벌,0
1,후 펑 제대로 작동 제거 후 재 폰 시작 방법 동원 그대로 증상 펑 초도 안,0
3,오류 발생 종료 후 재 통화시 전화 연결 음 통화 타 시 전화 연결 음 통화 시 연결 음 통화 통화 종료 후 재 통화 시 연결 불가 네트워크 오류 보이스 가끔 오류 위 가지 상대방 통화 못 개선,0
1,결제 시 카드 결제 순위 카드 결제 기본 결제 만 꼼수 가능 케,0
2,게시판 미리 보고 잘라내기 원래 게시판 내 게시판 매일 뭐 정리 찾기,0
1,최신 방 은근 실험실,0
3,게시판 유효 기간 게시판 동영상 기간 기간 그동안 동영상,0
1,금지 기준 게임방 정상 게임 이야기 대학 과제 몇개 가량 공지 과제 제출 팀플 자동 감지 오류 어서 교수 정지 응답,0
1,메신져 쇼핑 저런 광고 눈 거스 유튜브 프리미엄 광고 지도 메신져 펑 인스타그램 스토리 인스타그램 느낌 필요 발전 인스타그램 가장자리 띠 수,0
2,펑 실행 애초 절 선택 해도 방 오지 제대로,0
5,전화 문자 통해 가능 이모티콘 지인 소통 여러가지 이모티콘 장난 드립 이야기 재미,1
3,점 애 목소리 재 목소리 보통 기록 목소리 안 그대로 후 기록 삭제 재 폰 폰 보톡 페톡 튕 보톡 덩,0
1,광고 생기 온 국민 도 네트워크 연결 문제 전송 반응속도 달리 문제 발생,0
1,맥북 경인 기억 마침 맥북 재 재 이전 폰 카톡대화 백업 후 맥북 복원 복원 비밀번호 입력 복원 버튼 활성화 복원 상태 문제 고객 센터 문의 상담 무려 번 문의 문의 맥북 증상 일시 정보 캡쳐 파일 달라 도대체 고객 센터 프로세스 진행 문의 인내심 테스트 기분 듭니 결론 맥북 버그 정보 요청 해결 반영 고,0
2,관련 오류 신호 페톡 진동 요,0
1,창 상단 펑 기존 창 방도 볼 수 분리 접근성,0
5,보톡 게임 통화 렉 말 상대방 개임 종료 점 몇몇,1
4,이제껏 라이브 쇼핑 안 뮤직 음악 안 젠,1
1,이개 비밀번호 입력 과정 요구 이상진 무 응답 방법,0
2,옾챗 신고 판별 기준 욕 상황 욕 걸 신고 그것 옾정 옾프 갯수 멀티 자리 광고 멀티 제외,0
4,순간 자체 대화방 해도 자체 가요 최신,1
4,옾프 쫌 요한 개정,1
3,내 차단 자동 글 안 방 필터 특정,0
4,내 공유 링크 열 자체 브라우저 휴대전화 기본,1
1,후 리뷰 처음 후 사이 광고 상단 참고 별로 취소 멀티 화살표 관리 매우 한눈 관리 예전,0
1,업무 텔레그램 텔레그램 업무 단톡방 개인 몃시 메 삭제 시간제 삭제 삭제 문구 구림,0
4,평소 펑 해도 서치 해 펑 자체 건,1
1,영상통화 카메라 문의 보이지 폰 로딩 지도,0
1,안 방 안 지속 백업 폰 백업 하나요,0
1,전화번호 이메일 수 테블릿 폰 폰 고장 테블릿 전화번호 등록 테블릿 전화번호 못 못 여러 전화번호 가족 정화 재벌,0
1,난 배터리 도 별로 배터리 후 해 별 개도 배터리,0
1,멀티 원래 복사 꼭 그거 볼때 거기 옆 당황 사과 단점,0
1,서랍 유료 피씨 폰 연동 표시 가업 로드 파일 얘 표시 윈도우 상황 핸드폰 안드로이드 오늘 기준 피씨 폰 재부팅 해고 동일 증상 반복 주부 타임,0
3,개선 요청 연락처 누군가 연락처 알 결과 전 결과 차단 시 통화 중 서로 핸드폰 재부팅 이어폰 수화기 스피커 폰 해외 국내 통화 품질 개선 방 알람 굳이 대화방 어보 팝업 상대 차단 차단 방 어보 상대방 걸 요,0
5,유저 상대방 외 단 맨션 방 인원 맨션 맨션 그게 맨션 방 유저 맨션 손 일일 기도 외 결과 전화 단체 말 고민 분 적극 추천 해킹 위험 글 진심 감사 항상 하루하루 최고,1
1,광고 광고 영상 로딩 앱안 광고 주기도 영상 광고 굳이 상이 영상 로딩 데이터 사용자 데이터 개선,0
4,방 수 개입 니 개정 상황 변경 게 평가 전반전 자체 부분 얘기 수 부분 살 정도 방 사실 꽤 살 이면 별 기도 언행 꽤 정지 전 임시 정지 제재 결론 개정 도로 제재 자재,1
4,자체 수동 동영상 파일 삭제 방 순 방 데이터 통합 관리 수 생기,1
5,요 방 수 폴더 막 광고 정리 수 폴더 폴더 링크 친 등록 광고 무수 폴더 방만 수 폴더 절실 안드로이드 듀얼 메신저 듀얼 메신저 종 보안 위 라지 광고 친 쭉 폴더 광고 차단 사이트 물건 게 배송 정보 배송 문자 광고 방 수도 노릇,1
4,업무 대화방 그대로 전달 문자 전달 시 대화방 원래 전달 대화방 유지 전달 방 전달 방 최근 화이 대화방 전달 회사 일로 전달 건 최근 안 방도,1
3,차단 차단 차단 차단 뿐 차단 서로 수 차단,0
1,최신 저장 공간 내 동영상 모조리 싹 전송 대체 파일 손상 알 수 오류로 전송 파일 손상 전송 뜸 검수 제대로,0
4,방 광고 채널 관리 채널 매일 그룹 관리 볼 수 라면 서랍 데이터 관리,1
3,메시지 업그레이드 일반 오프라인 분리 전 클립보드 업그레이드 난 후 터치 업그레이드 그것 출구 해도 그대로 존재 옷 광고 정해 시기 개발자 님,0
4,현재 폰 종 갤럭시 이미지 붙여넣기 안 텍스트 링크 붙여넣기 불구 이미지 커녕 텍스트 링크 현재 폰 종이 안 안 방법 못,1
5,갤럭시 기준 다른사람 프로필사진 시 뒤 가기 버튼 우측 하단 하필 위 버튼 못 상황 종종 발생 창,1
1,방 체널 온 점점 배치 정신 업그레이드 위 다운 그레이드 위 광고 제일 위 중간,0
5,톡를 한가지 보 뉴스 여러가지 예전 방 이모티콘 최근 자주 그대로 놨뒀으,1
4,전 유저 한가지 개선 리뷰 요 첫 로그아웃 용이 핸드폰 용이 기프티콘 못 저장 해도 끝 핸드폰 데이터 편지,1
4,온 유저 모든 체험 경험 개선 느낌 듭니 개선 점도 억지 개인 노래 시스템 개인 개성 표현 매우 유용 시스템 점 모로 스트리밍 멜론 시스템 금제 금제 구매 분 점 이해 분 노래 표현 멕스 하이라이트 개성 구간 짤리 현상 개선 점 꼽자 노래 파트 뮤직 전 말 바,1
1,방 대서 업댓 상단 중간 설명 방 보기 신경 쓰기 어서 맨 위 옆 메시지 표시 해 뭐 방 상단 고정 게 이모티콘 선택 창 상단 이모티콘 선택 창 배너 구동 광고 배너 게 초 정도 울트라 종 업 함,0
4,안드 유저 건의 사항 아이폰 에어드랍 안드 에어드랍 대체 여러 익숙 치 정보 장소 정보 보통 촬영 제목 진짜진짜 개선 에어드랍 정보 그대로 공유 진심 아이폰 정도 임,1
1,게임 사전예약 이모티콘 세 미만 보상 보상 네이버웹툰 유튜브 뭐 분동 안 로딩 합 자동 단계 문구 로딩 분,0
1,노트 사용자 알람 랜덤 다가 업무 알람 모든 알람 저번 알람 정상 상황 버그 다운 그레이드 수,0
4,반년 반 정도 장점 요 그룹 프로필사진 멀티 재미 여러가지 단점 저번 단어 이모티콘 크리스마스 날 해 짜증 와이파이 강추 핸드폰 무조건 글,1
5,메시지 잘못 삭제 메시지 수 메시지 삭제 메시지 삭제 그거 안 꼭 게,1
4,생일 표시 일괄 적용 방식 대신 개개인 별로 표시 메뉴 관심 생일 표시 생일 선택,1
1,함부로 진행 프로 최신 버젼 지원 평소 계정 입력 원래 계정 로그 싹 적 폰 기 싹 분 백업 진행,0
1,광고 광고 정 미가 선점 효과 국민 수 된거 최악 온갖 광고 정신 뭘 고함 정신 앱임,0
1,옾챗 가상 이야기 자주 편 아이돌 팬톡방 게임 옾챗 후 옾챗창 분리 걸 슬라이드 고정,0
5,옆 보기 보기 보기 차단 명 명 꾹 명 선택 수,1
1,게 돈 최상 단도 중간 광고 쇼핑몰 광고 대체 정도 창의 반발 리가 돈 눈 사용자 편의 우리나라 산맥 중 싸구려 중국 못 만행 함 분리 건 대체 스 와이프 건 머리 갈수록 점점 짐 표시 대체 배경 구분 이해 안감 음성 버튼 쥐똥 만하 몇번,0
1,폴더 폰 폴더 폰 변경 무선 키 보드 연동 구글 안내 멘트 문제 방 안 방향키 전송 보기 객체 포커스 검토,0
1,전화 음성 통화 화상통화 요 전화 분만 시도 통화 전화 부재 상이 고요 해결 벌써,0
3,사용자 여러 유저 언급 항목 분리 애로 사항 개선 신경 운영 진 늘 마음 항목 부분 이전 복원 이용자 편의 도움,0
1,홈 원래 광고 맨 위 광고 아래 중간 광고 맨 위 중간 뭐 하라,0
1,광고 배너 사이 매우 불만 사용자 편의 성과 심미성 물 돈 멀티 굳이 내 안쪽 매우 불만 기존 수 안 볼 번의 터치 번 터치 만드나 항목 일일이 말 카테고리 점점 항목 투머치 게 뭐 점점,0
3,노트 사용자 기준 최신 업그레이드 기존 광고 상 단위 업그레이드 나니 광고 가운데 위치 위치 변경 프필 광고 즐겨찾기 채널 순서 전 광고 상단 위로,0
5,처음 데이터 단점 극복 단점,1
3,펑 출력 길이 배율 애니메이션 펑 볼 수가,0
3,다운 그레이드 상대방 방 삭제 삭제 안 예전 서로 완전 삭제 제일 거일,0
1,안 실행 시 튕김 증상 서비스 센터 방문 문제 삭제 재,0
4,펑 드 인스타 스토리 처럼 펑 그리기 생기 버그 종종,1
5,방 건 요 창 제일 밑 수 보기 세팅방 제일 위 뭔가,1
4,펑 게 대부분 멀티 해논 상태 굳이 펑 멀티 펑 수 생기,1
